external_gene_name	ENTREZID	GO	GENENAME	GOTERM	Description_Ensembl	Uniprot_ID	PANTHER_Family_name	PANTHER_SF_name	Description_NCBI	ALIAS	lfc_HeatStress_SAHA	lfc_HeatStress	lfc_PE_SAHA	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
BnaA01g00390D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.14	LFC HeatStress:  -3.19	LFC PE-SAHA :  2.28	3.85557609527445	5.67586105256689	4.54902082361061	7.2883610690942	5.84690325120314	6.097435873983	7.27631408289655	7.19600930240527	7.14187507818615	5.39237775448541	5.08003132771963
BnaA01g00610D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.54	LFC HeatStress:  -2.35	LFC PE-SAHA :  1.45	6.19179491850798	5.8274403404224	6.27261212742493	7.32397133261551	7.22525330517997	7.48877067211568	6.47916181162371	5.88380995088852	5.96420631594874	4.82290673538765	4.99366397253993
BnaA01g00690D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  5.26	LFC HeatStress:  3.82	LFC PE-SAHA :  3.03	4.69585512241442	4.949163317101	5.15473031937749	7.06793725949369	6.41691326879154	7.89041623659636	4.27644113041231	3.97050607959161	3.76727529500865	6.27821440634236	7.52839754885091
BnaA01g00700D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  4.7	LFC HeatStress:  3.92	LFC PE-SAHA :  1.23	6.2698244657658	6.96798295569801	5.87795192863371	7.58092227255018	7.52428496001075	7.48877067211568	4.36892521320165	3.74960391636016	3.55830633970976	6.58283270147855	6.71646570591573
BnaA01g00820D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -3.41	LFC HeatStress:  -5.56	LFC PE-SAHA :  6.74	3.04479714941578	3.04479714941578	3.04479714941578	5.25141760919298	5.71512875245955	5.14157668702812	6.2638570320091	8.00179230155262	6.21388021119771	4.28261033607098	4.28151411933627
BnaA01g01060D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.87	LFC HeatStress:  6.4	LFC PE-SAHA :  -4.25	9.45129229869122	9.05182124960671	9.13740600353757	5.02662801530067	5.37080683029309	5.96859974646151	3.99693432742068	3.65666953670018	3.76727529500865	7.66829467096906	7.44682665787869
BnaA01g01080D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.37	LFC HeatStress:  -3.7	LFC PE-SAHA :  2.82	3.04479714941578	5.2006669710922	4.64363289655905	5.98825062063713	6.54488206827807	6.99606280617921	6.62745250221486	6.91179570887593	7.14187507818615	4.4931433673647	5.08003132771963
BnaA01g01660D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.25	LFC HeatStress:  -2.02	LFC PE-SAHA :  1.32	6.54487929814024	5.89741442911866	7.42399453378049	7.7903775733337	8.31655775449509	7.65486892100285	7.11891921330873	6.98831270926836	7.14187507818615	5.75445608747569	5.87317595438141
BnaA01g01690D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.57	LFC HeatStress:  -2.56	LFC PE-SAHA :  1.86	4.98875899923614	5.36173097321736	6.04316384156846	6.87302865585963	6.83451782640751	7.33226874839329	5.74323750774419	5.46241322235363	5.90065182552981	4.28261033607098	4.74730179340286
BnaA01g01740D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  10.19	LFC HeatStress:  8.85	LFC PE-SAHA :  2.85	5.47259258417731	6.43012526349822	5.94640614319652	8.62289825006329	8.48826404740719	8.46619819003463	3.04479714941578	3.04479714941578	3.04479714941578	4.58482290087834	4.85184798852204
BnaA01g01800D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.97	LFC HeatStress:  -3.56	LFC PE-SAHA :  1.13	7.04855828953045	7.73146605081917	8.30522434340851	9.08989875779348	8.79952973868267	8.6838677834179	10.8000527242167	10.9609849970851	10.9366756073841	7.64050644146682	7.90099394016446
BnaA01g02100D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.44	LFC HeatStress:  -2.19	LFC PE-SAHA :  1.58	5.75599801327528	5.08108367105262	5.60749994352812	5.79534310209058	7.10647611245443	7.0347361357612	7.38627381206296	6.92982041924152	7.44354279672908	6.12444219101656	5.70105594197825
BnaA01g02140D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  3.4	LFC HeatStress:  4.52	LFC PE-SAHA :  -1.91	6.77519664585134	6.66617252093826	7.50434234727172	5.1987678547941	6.0990931585854	4.92513990118195	4.22680547266799	4.33327059805041	4.11515593331477	7.2071339917438	7.05438117373422
BnaA01g03070D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -5.07	LFC HeatStress:  -3.27	LFC PE-SAHA :  -3.14	7.00396091940002	7.28277120599883	6.01165083914649	4.75303539713144	4.40197323577749	4.80104899505757	9.88974168585387	9.92291824992087	9.86575786014034	6.58283270147855	6.54085207742253
BnaA01g03330D	106438547	NA	NA	NA	At4g33640-like protein	NA	NA	NA	costars family protein ST45-2	LOC106438547	LFC HeatStress-SAHA :  3.1	LFC HeatStress:  1.96	LFC PE-SAHA :  2.35	4.30339488081255	5.63519892633828	4.54902082361061	6.40132268388882	6.54488206827807	7.04739845082209	5.27436620631729	4.69670376724174	4.96482580611786	6.92880881951075	7.25964495868765
BnaA01g03590D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -1.42	LFC HeatStress:  -2.08	LFC PE-SAHA :  1.18	8.72466564724109	9.07420336643264	8.41602981755018	9.97997379914583	9.72852330984927	10.0461036889964	10.3217302859177	10.5455478249798	9.77122930951042	8.68473000650282	8.61457338242935
BnaA01g03690D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  7.29	LFC HeatStress:  9.92	LFC PE-SAHA :  -3.9	11.1949432981405	11.1300373487454	11.1019616449717	6.5090153876629	7.62840107294645	7.74293109295925	3.85355218784927	3.54562306975176	4.05639435022093	11.6861687655813	10.800273853444
BnaA01g03700D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  11.41	LFC HeatStress:  14.03	LFC PE-SAHA :  -3.91	8.87204818732162	8.88459114934323	8.63035282602761	3.04479714941578	5.7956938027163	5.9413412622519	3.04479714941578	3.04479714941578	3.04479714941578	9.25059728796426	8.73796556717602
BnaA01g03710D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.74	LFC HeatStress:  13.01	LFC PE-SAHA :  -4.89	7.89662857705602	6.02760542077632	8.10657185463203	3.04479714941578	4.54959144400879	4.41809076006432	3.04479714941578	3.04479714941578	3.04479714941578	8.35541267342045	7.71094144714268
BnaA01g03720D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  9.91	LFC HeatStress:  12	LFC PE-SAHA :  -3.22	9.68732745044521	9.54391532708587	9.85755851272679	6.60910879462789	6.84694488343759	6.62514239928719	3.41026001838346	3.04479714941578	3.04479714941578	10.2587546901545	9.48405006123564
BnaA01g04370D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  12.85	LFC HeatStress:  13.58	LFC PE-SAHA :  -1.12	11.7386214275044	11.5090491001663	11.8327532900626	10.7142458907931	10.5197949580532	10.5446061130275	3.41026001838346	3.04479714941578	3.04479714941578	11.3229110616876	10.3533101401586
BnaA01g04520D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  1.05	LFC HeatStress:  1.73	LFC PE-SAHA :  -1.11	12.0764669040822	11.6005361934429	11.6715867640883	10.8422235624581	10.48857308053	10.7677511402524	9.65647252405577	9.6599664878524	9.72604288545713	11.3644872681914	10.9714522958562
BnaA01g04810D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  15.45	LFC HeatStress:  14.17	LFC PE-SAHA :  2.99	9.83834233742821	11.0343677172276	10.7051282339383	13.5268419357891	13.564312838651	13.6958351884872	3.04479714941578	3.04479714941578	3.04479714941578	8.95262772984481	9.21122429510855
BnaA01g04820D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  14.76	LFC HeatStress:  14.13	LFC PE-SAHA :  1.18	9.13841769370281	9.21178683005208	9.50346901336425	10.1594299218126	10.3013707335026	10.8402137171289	3.04479714941578	3.04479714941578	3.04479714941578	9.45557127449104	9.71021769966652
BnaA01g04830D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  13.59	LFC HeatStress:  12.77	LFC PE-SAHA :  1.69	9.08254002209881	8.611138689012	8.58364666314977	10.3552204324405	10.2810139992388	10.6712246688458	3.04479714941578	3.04479714941578	3.04479714941578	8.24913069611392	7.78518376189571
BnaA01g04920D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC HeatStress-SAHA :  -2.13	LFC HeatStress:  -2.68	LFC PE-SAHA :  1.03	7.40900536104745	7.69336461760325	7.7405738046968	8.48844884447121	8.54250351479679	8.75097206049045	10.2503742264005	10.7326254253531	10.6951087199802	8.11433159660382	8.5163777276555
BnaA01g05340D	NA	NA	NA	NA	BnaA01g05340D protein	A0A078HVU1	OS07G0166700 PROTEIN	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  10.61	LFC HeatStress:  11.33	LFC PE-SAHA :  -1.18	13.4466505509783	13.1222891175085	13.4286701835949	12.3441008067801	11.9810527346543	12.1612590778708	3.92850955277269	3.90386714924968	3.55830633970976	12.8177212996921	12.2124828962619
BnaA01g05390D	NA	NA	NA	NA	BnaA01g05390D protein	A0A078HVU9	40S RIBOSOMAL PROTEIN S25	40S RIBOSOMAL PROTEIN S25-1-RELATED	NA	NA	LFC HeatStress-SAHA :  -2.64	LFC HeatStress:  -3.39	LFC PE-SAHA :  1.43	6.70248614436304	7.28277120599883	6.2186649598178	8.16832183031505	8.0377096786734	8.11693451585601	10.0256438088504	10.2351678632963	10.2877225398081	7.5134677983107	7.37645933729018
BnaA01g05660D	NA	NA	NA	NA	BnaA01g05660D protein	A0A078HX98	GAMMA GLUTAMYL TRANSPEPTIDASE	GLUTATHIONE HYDROLASE 1-RELATED	NA	NA	LFC HeatStress-SAHA :  5.01	LFC HeatStress:  4.13	LFC PE-SAHA :  1.67	7.80454363209111	7.70298502327356	7.33888331404485	9.32718207133303	9.06863847985509	9.27809798004591	3.85355218784927	3.74960391636016	3.85050766058481	6.0692015834635	6.28982601804403
BnaA01g06110D	NA	NA	NA	NA	BnaA01g06110D protein	A0A078GUA4	ALPHA/BETA HYDROLASE DOMAIN-CONTAINING PROTEIN	HYDROLASE_4 DOMAIN-CONTAINING PROTEIN	NA	NA	LFC HeatStress-SAHA :  3.69	LFC HeatStress:  4.86	LFC PE-SAHA :  -1.53	7.67811689028849	7.20354501691266	7.66273199458554	6.99608052728284	5.2592534338024	5.85620433152921	4.32372755123274	4.08957183938526	3.40885606564875	7.08852901597588	6.80276162554558
BnaA01g06120D	NA	NA	NA	NA	BnaA01g06120D protein	A0A078GSV7	OS02G0177800 PROTEIN	CALMODULIN-BINDING PROTEIN 60 F	NA	NA	LFC HeatStress-SAHA :  2.74	LFC HeatStress:  1.78	LFC PE-SAHA :  1.86	6.94224930209169	7.42919643986071	7.68259100023089	8.9975939651801	9.37006024985866	9.02420050536736	5.25340931454813	5.09150153532888	4.60073029093545	6.71368882639322	6.87279035621513
BnaA01g06260D	106376070	NA	NA	NA	BnaA01g06260D protein	A0A078GU89	BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN	BIFUNCTIONAL INHIBITOR/LIPID-TRANSFER PROTEIN/SEED STORAGE 2S ALBUMIN SUPERFAMILY PROTEIN	uncharacterized BNAA01G06260D	LTP2	LFC HeatStress-SAHA :  3.63	LFC HeatStress:  4.27	LFC PE-SAHA :  -1.07	9.00950322944708	9.07049705572007	8.94146602866239	7.80722790903699	8.18143073650314	7.95215344633558	4.41224945326655	4.72739147863676	4.52736744700907	7.79131351506669	7.31924046037066
BnaA01g06370D	NA	NA	NA	NA	BnaA01g06370D protein	A0A078GST6	AUGMIN FAMILY MEMBER	HAUS AUGMIN-LIKE COMPLEX SUBUNIT 8	NA	NA	LFC HeatStress-SAHA :  1.48	LFC HeatStress:  2.08	LFC PE-SAHA :  -1.12	9.36023792330028	8.68087392496659	9.15170436627013	7.44746751372145	8.30763477594604	8.18706172959472	6.97310511718571	6.66128841409208	7.04672539412443	8.94129959576309	8.91630264306354
